order_id,category,supplier,marketing_channel,region,order_value,shipping_days,customer_rating,discount_percent,is_weekend_order,returned,return_risk_score,risk_category
5700,Beauty,SupplierD,Direct,North,69.04784793273059,14,3.469189129569572,5.55699558195974,0,0,0.5185821069727004,Very High
7801,Clothing,SupplierE,Email,North,86.80388993412073,11,3.4200042488258715,35.51729707202527,1,1,0.5161642315473463,Very High
696,Home & Garden,SupplierB,Organic Search,East,17.589212893208956,14,3.1216423770618027,29.061047748443706,1,0,0.51276130605238,Very High
6092,Beauty,SupplierE,Organic Search,North,74.51936147665954,14,3.1509381141571304,7.288231140942826,1,1,0.5117490893792104,Very High
8751,Books,SupplierD,Direct,Central,34.52513404938647,14,3.198655085079756,8.00886863425051,0,1,0.510520584537396,Very High
3102,Books,SupplierE,Email,Central,156.66721102562826,14,3.349565145925999,10.146749114871529,0,0,0.5101342104729066,Very High
4555,Sports,SupplierE,Email,North,221.75622930715824,12,3.042799263531497,35.905928873414176,1,0,0.5074119479065103,Very High
4943,Beauty,SupplierE,Email,North,66.08770098054117,9,2.8731508481641193,38.40063664162588,0,0,0.505740071833185,Very High
4183,Clothing,SupplierA,Paid Search,East,20.323305084645508,13,2.379070589584729,33.15247958536862,1,1,0.5042797361028665,Very High
5063,Clothing,SupplierE,Email,North,43.539863063075146,14,2.67774373442856,4.994455784150997,0,0,0.504060841546037,Very High
204,Beauty,SupplierD,Paid Search,North,18.391671113747925,11,3.1908661505698017,30.711010018601375,1,0,0.5037653081139621,Very High
3205,Electronics,SupplierE,Direct,Central,32.23258334611185,14,2.6246913688938194,3.291838366498863,0,1,0.5031110357619133,Very High
4933,Home & Garden,SupplierE,Direct,Central,49.51248087897625,14,2.1733314871128298,12.991163765942401,0,0,0.5024070780022482,Very High
3996,Books,SupplierE,Organic Search,Central,9.022201791985212,14,3.2082896988188185,4.943500497041848,0,0,0.5013716456289026,Very High
6463,Beauty,SupplierC,Direct,West,41.318541265391715,14,3.3142596182019712,3.9971410571612136,0,1,0.500608373692407,Very High
2971,Beauty,SupplierD,Affiliate,East,14.234517583521946,13,2.7303783134998634,6.882008270465855,1,0,0.5001145502715755,Very High
6897,Beauty,SupplierE,Organic Search,Central,300.1630406011582,13,3.4402101924315662,2.5721061680698876,1,0,0.5000359469999686,Very High
1371,Clothing,SupplierE,Email,Central,40.937118623234184,10,3.2249048168524066,32.30415089159277,0,1,0.5000073564339451,Very High
4065,Beauty,SupplierA,Paid Search,Central,90.7631400731246,11,3.4075885209372996,57.78187090379892,0,0,0.4987813195965157,Very High
6005,Books,SupplierC,Direct,South,80.34055885474875,14,3.348542266600824,11.173345558920225,0,0,0.49875254134321023,Very High
7735,Books,SupplierE,Organic Search,Central,62.15697745703093,13,2.235347715990679,8.456353983407379,0,1,0.4981534758888537,Very High
9197,Books,SupplierC,Affiliate,North,113.80650449208514,14,2.928547614463784,10.138477699810382,0,1,0.4980586579313561,Very High
9198,Beauty,SupplierD,Organic Search,West,144.77100096529534,14,3.232093734463561,20.345092963155587,0,0,0.49744944560857585,Very High
6409,Sports,SupplierB,Paid Search,North,26.929025788386518,14,3.2629070191602887,26.366657835214944,0,1,0.49735832818108605,Very High
5595,Books,SupplierE,Paid Search,Central,97.27642044690491,10,3.44426054427489,75.46871726130928,0,0,0.4969297980814693,Very High
986,Clothing,SupplierA,Social Media,Central,34.34847682945343,13,3.2173950994505462,28.67339197053264,0,1,0.49689037307383643,Very High
7736,Clothing,SupplierD,Affiliate,South,168.6531059518145,14,3.393944343922911,6.248289021750725,0,1,0.4966351832948985,Very High
5951,Beauty,SupplierC,Organic Search,Central,47.8183459414174,14,3.1559040056840004,3.578712088173802,0,0,0.49587539283147525,Very High
2854,Clothing,SupplierD,Email,North,12.142268873315981,14,2.195958105679392,10.316547992124192,0,0,0.4958165070591566,Very High
8157,Home & Garden,SupplierE,Direct,West,23.107788595876208,11,3.1123819538368362,26.608661721898464,0,0,0.495661876387911,Very High
9869,Clothing,SupplierC,Direct,Central,50.196202762471366,14,2.570333272554051,3.8870117496180105,0,1,0.4955011971572758,Very High
6756,Home & Garden,SupplierD,Email,West,26.884178319364583,12,3.4932464705086828,26.72828031087691,0,0,0.49541941282104973,Very High
624,Books,SupplierD,Email,East,13.271614619394164,14,3.162200300533945,19.088231999428217,1,0,0.4948437389821479,Very High
2561,Beauty,SupplierE,Organic Search,Central,45.47889620163046,13,3.4510005658725955,10.758004832891181,0,0,0.4948159891596711,Very High
6922,Beauty,SupplierC,Direct,North,81.60880163106745,13,3.1823578343359205,16.482757243159092,0,1,0.4938278134186559,Very High
2462,Beauty,SupplierB,Direct,North,192.29304141882375,14,3.064560350374971,12.136414372027613,1,0,0.4932173277750662,Very High
2643,Books,SupplierD,Direct,Central,67.41238445115539,13,3.3162017638053802,12.216672726751627,0,0,0.49285409882406145,Very High
8880,Beauty,SupplierD,Affiliate,South,20.563195568776454,13,3.418955833554499,16.405016480520057,1,0,0.49258501665030713,Very High
8643,Electronics,SupplierE,Organic Search,South,58.49232080526136,14,1.4137853044331856,7.820432868600634,1,1,0.4923949821214021,Very High
5077,Toys,SupplierD,Organic Search,South,110.73487170377737,13,2.645447219110224,30.78670593404751,0,1,0.49189722752675497,Very High
5596,Home & Garden,SupplierB,Organic Search,North,27.113049835370127,13,3.4666245401761357,25.363726192335886,0,1,0.49170949960165294,Very High
5766,Beauty,SupplierA,Direct,North,14.878419239348322,11,3.274564749484144,26.37872508949777,1,0,0.49086745104696083,Very High
1458,Home & Garden,SupplierE,Affiliate,North,12.987873034877666,14,2.6855904934210324,19.793727971462502,1,0,0.49065967057989734,Very High
1203,Sports,SupplierC,Organic Search,East,30.16728070917285,13,3.241986350947774,29.054435320222296,1,1,0.49052833934528445,Very High
5038,Books,SupplierE,Social Media,East,44.17932570565852,14,3.3395165214270914,14.014274003886966,0,0,0.49017404234991835,Very High
9011,Books,SupplierE,Direct,West,27.213958355091638,13,3.0081325521513196,0.8417827718984536,0,0,0.48944940649765367,Very High
6782,Beauty,SupplierA,Paid Search,South,14.749148290652267,12,3.1579843881376415,27.571701486162485,1,0,0.4893198824301454,Very High
4253,Home & Garden,SupplierE,Affiliate,Central,18.012083886566398,14,3.0654462375736142,12.726747349529116,1,0,0.48889707975783137,Very High
5183,Electronics,SupplierD,Email,Central,41.65003686691867,14,2.8410432776156584,18.07810102366644,0,0,0.4882954562021334,Very High
2453,Beauty,SupplierA,Direct,South,38.20898088957229,14,2.5880701983241545,4.0402692806692855,0,0,0.4879822509900866,Very High
7680,Books,SupplierB,Affiliate,South,60.088945253363,14,3.4987340504087836,0.97723730404572,0,0,0.4874252800469441,Very High
1083,Books,SupplierE,Email,East,78.18544955184284,13,3.2497604093321613,7.29008881054479,1,1,0.48733103971664976,Very High
9108,Beauty,SupplierD,Direct,East,148.2565022274232,13,3.0056342903458457,4.432402217562222,1,0,0.48721446924084233,Very High
3919,Beauty,SupplierB,Organic Search,Central,184.40973927180968,14,3.4492540457381473,19.805547229743226,0,1,0.4864164041630176,Very High
1984,Clothing,SupplierD,Email,East,21.692644066861295,14,3.1829916004319365,0.707801687568501,0,0,0.485011317999344,Very High
7209,Books,SupplierD,Organic Search,East,102.7709672475314,14,3.3168552460506797,16.7135659906242,0,0,0.4844329899161265,Very High
3239,Beauty,SupplierC,Direct,North,28.72621456750062,13,3.329692214116075,12.70340500653769,0,1,0.48369882491359567,Very High
6498,Electronics,SupplierE,Organic Search,Central,51.463058768929606,14,3.308837625175709,5.727502275412979,0,1,0.48345740714959645,Very High
1594,Clothing,SupplierC,Email,Central,233.2633434718301,14,3.451303195818019,3.672386525603601,0,1,0.483420860557623,Very High
1895,Books,SupplierC,Email,East,37.72610983766676,14,2.9743913186163535,1.5926880687628744,1,1,0.48289056649143286,Very High
4433,Beauty,SupplierE,Organic Search,Central,87.07177579703823,12,2.233354978508375,5.992069152281462,1,0,0.4826001221421065,Very High
5488,Electronics,SupplierC,Direct,South,59.220133335163716,14,2.9040507689664317,23.69775366770852,0,1,0.4823356796934241,Very High
2887,Books,SupplierC,Direct,South,228.36648595085032,13,2.407431749760301,16.060906913821576,1,1,0.48197913265786163,Very High
471,Books,SupplierE,Paid Search,West,80.87854471625594,13,2.825851306645678,19.635420077964806,0,0,0.4819375198327317,Very High
4107,Clothing,SupplierE,Direct,North,292.6135286917043,8,3.02645013898272,49.294385179489204,0,0,0.48191083562993503,Very High
8706,Books,SupplierE,Affiliate,North,170.1813229893914,12,2.8709533526991535,23.683424622842153,1,0,0.48157605989653807,Very High
4267,Sports,SupplierE,Direct,East,69.65575534991753,14,3.3222518675309924,19.723955856946088,0,0,0.48140950409641003,Very High
1927,Clothing,SupplierD,Organic Search,South,63.38817902704408,14,2.532065017311862,8.466938239582333,1,1,0.4813329997865798,Very High
2619,Home & Garden,SupplierE,Email,West,10.369889596434021,14,2.4320180971710457,21.477182945939933,0,0,0.4810153037623198,Very High
1206,Beauty,SupplierE,Direct,West,36.82709189900521,12,3.3431258140368354,14.363479166148787,0,1,0.48097372530336646,Very High
9126,Sports,SupplierD,Affiliate,Central,88.55376820179865,14,3.26075596282194,12.105392447464352,0,0,0.4807384623535002,Very High
7974,Books,SupplierE,Organic Search,North,81.48012888743402,9,3.4526089854315702,33.312953085936556,0,0,0.4804414455516094,Very High
8277,Electronics,SupplierE,Organic Search,West,59.425865583271005,14,2.8657908560616168,3.7619421252439644,0,0,0.48026429618736083,Very High
4012,Beauty,SupplierE,Organic Search,South,52.15486257442122,12,2.5898204777219194,20.417428373219963,0,0,0.47992362033383884,Very High
525,Clothing,SupplierB,Email,Central,48.080635399262476,14,2.699102991238095,16.682041865169296,0,0,0.4793830689954151,Very High
2539,Beauty,SupplierD,Paid Search,South,60.68966100267477,13,3.23047403976599,24.067243300285753,0,1,0.4787334398937651,Very High
3891,Beauty,SupplierB,Organic Search,Central,62.929389497392215,10,2.9310077443715614,26.58067089289519,1,0,0.4786257014249089,Very High
386,Beauty,SupplierD,Organic Search,Central,29.558166537711518,13,2.816987266733573,2.5533045369656526,1,1,0.4783782455663009,Very High
4709,Electronics,SupplierD,Email,South,63.97603029404109,14,3.1570372593611147,9.084299285108784,0,1,0.4783650548290165,Very High
5955,Home & Garden,SupplierA,Email,North,55.9877529930982,12,2.1203417888886817,27.489826971148602,1,0,0.47829859076163866,Very High
9882,Books,SupplierA,Direct,Central,48.52450877377007,14,3.340152595861718,10.33241078769673,0,0,0.4782805891196252,Very High
6779,Books,SupplierC,Email,Central,24.837753460015946,13,2.4768734990199897,12.337232108258227,0,1,0.4773622105740635,Very High
1277,Beauty,SupplierB,Direct,North,30.286778168169235,13,3.2578003438659033,22.984007448132484,0,0,0.4772057938055566,Very High
1921,Sports,SupplierE,Direct,Central,59.92154409133126,14,3.2083491589232374,1.570004450522163,0,1,0.4770235785140623,Very High
6578,Home & Garden,SupplierA,Direct,East,86.82785806975252,11,2.5813791566757236,38.75632468576149,0,1,0.4762076712515458,Very High
8384,Books,SupplierB,Affiliate,Central,67.7940876681174,13,2.7203036712808744,3.6753266598962266,1,0,0.47477768816843363,Very High
8759,Books,SupplierA,Affiliate,North,32.52381179745172,14,3.065119066835622,7.054319589515975,1,1,0.47438357779700285,Very High
5269,Books,SupplierC,Paid Search,North,28.811546322379975,14,2.674382053200172,1.3692829621933214,0,1,0.47434148561755074,Very High
5354,Books,SupplierC,Direct,South,87.33252972829231,13,3.4180258389986635,4.237628308139988,0,1,0.47417067491721143,Very High
2177,Beauty,SupplierE,Organic Search,North,40.16345184922927,12,3.1190396030607115,18.999367057551435,0,0,0.47411663711972024,Very High
2123,Clothing,SupplierE,Email,South,31.16593313490118,13,3.0644406177334744,5.403757627726002,0,1,0.47386644820773816,Very High
1705,Beauty,SupplierA,Email,North,218.75834244786859,14,3.156793024899101,1.8791023412650332,1,1,0.4732316794851285,Very High
7415,Beauty,SupplierD,Direct,West,50.64482565828665,12,2.9536977384531946,5.082639191131344,0,0,0.4727051145336973,Very High
4926,Home & Garden,SupplierE,Direct,West,22.12984762938671,14,3.493944786409258,3.8957828894252797,0,1,0.47259087164981783,Very High
5240,Beauty,SupplierE,Affiliate,West,47.56317134503729,11,3.1279301734805145,19.734152896088546,0,0,0.47219286576029573,Very High
2849,Books,SupplierD,Affiliate,Central,172.84136206360463,12,3.3491535055548036,10.097737349910908,0,1,0.47216953647653087,Very High
3560,Books,SupplierE,Organic Search,West,22.09875228911175,13,3.2973237388813588,4.582888773149494,0,0,0.4713023832443133,Very High
1835,Electronics,SupplierE,Direct,West,28.73932850865526,13,2.708152361499768,3.0898312221100177,0,0,0.47090997107700894,Very High
6098,Beauty,SupplierB,Organic Search,Central,21.803739839173925,14,3.3765148840155463,0.7832173991148029,1,0,0.47064001696776225,Very High
6427,Electronics,SupplierE,Email,Central,62.40014627742629,13,3.2594731071635876,4.711653246557173,0,0,0.47063386701248683,Very High
346,Electronics,SupplierC,Organic Search,Central,33.65342365942843,14,2.590707488233125,16.95222738172688,0,0,0.47062246232821203,Very High
9478,Beauty,SupplierB,Organic Search,South,98.83539914602967,14,3.22760240000234,16.94409939003179,0,0,0.4699151179335868,Very High
1538,Books,SupplierD,Email,West,40.95534682140756,13,3.25294296780911,1.353247533437494,0,1,0.46988721025271507,Very High
3252,Electronics,SupplierE,Organic Search,Central,104.20667770560786,10,3.2758344731277673,30.59361561268776,0,1,0.46882507817300784,Very High
9852,Clothing,SupplierB,Organic Search,Central,90.39695233410147,14,3.142248113841216,5.938919802531251,0,0,0.4686810135930793,Very High
1312,Toys,SupplierA,Email,East,78.2913212046356,12,3.333687565944705,65.17336670590092,0,1,0.4678450020168484,Very High
8863,Beauty,SupplierE,Affiliate,Central,153.05495029961472,11,3.42837349012326,7.189087399722316,0,0,0.46783609740909515,Very High
1245,Electronics,SupplierC,Email,South,20.057189954828715,14,2.5385594460999887,8.186594947734424,0,1,0.46774635038649415,Very High
8172,Electronics,SupplierE,Direct,East,62.36404832019636,13,3.429057047631538,5.27669597189211,1,0,0.4675073795535979,Very High
6174,Beauty,SupplierD,Social Media,Central,37.3192277049091,13,2.9356533080106533,16.612289293992323,1,0,0.46750413359211457,Very High
4101,Clothing,SupplierD,Paid Search,North,69.2226043134414,14,3.375903940517391,8.883358201746965,1,1,0.46735583889721716,Very High
1633,Beauty,SupplierB,Social Media,West,65.26328590788344,14,3.0775090552970825,13.220724179495168,0,0,0.4673458138744763,Very High
7256,Clothing,SupplierB,Direct,Central,29.385505474122386,14,3.2485600354421846,4.578754748158559,1,1,0.46720743078063226,Very High
2423,Books,SupplierA,Affiliate,South,46.22178980746347,13,2.522165561029068,11.829066960085255,0,0,0.4666498737669145,Very High
6413,Books,SupplierB,Direct,East,35.414642788211204,13,2.7557200542748723,1.6969533318627388,0,0,0.4665777517386437,Very High
9275,Beauty,SupplierB,Social Media,Central,5.378773048804943,14,3.2903826509237684,16.52419602447373,0,0,0.4664907077576179,Very High
1476,Books,SupplierA,Affiliate,South,21.535239328307135,14,3.3640406176496778,3.4056685076934197,1,1,0.466244287708871,Very High
5706,Electronics,SupplierD,Affiliate,South,12.105299310172056,13,3.0603922206666043,8.68384366164108,0,0,0.4655800462240168,Very High
8069,Beauty,SupplierB,Email,Central,132.22672587213071,13,3.283456156783333,16.537306068204348,0,0,0.46552205384631845,Very High
2707,Toys,SupplierA,Affiliate,West,55.650049217389096,12,2.8976678479383873,26.50344626175388,0,0,0.4651770319060806,Very High
9727,Books,SupplierE,Email,East,74.95120627581244,12,3.141231925856874,5.320821045898697,1,1,0.46510028561690253,Very High
1854,Beauty,SupplierC,Organic Search,West,62.1023883723339,13,3.353705869896232,3.3611209676386924,0,0,0.46485556522021354,Very High
6446,Electronics,SupplierC,Affiliate,West,276.56289951386725,13,3.4008862824044415,5.482775482142409,0,1,0.46398629258321583,Very High
6351,Clothing,SupplierE,Direct,West,145.10629820012963,13,3.3998003255491196,2.521435960050068,1,1,0.4638077605236537,Very High
6042,Beauty,SupplierC,Organic Search,North,62.19949815939176,13,3.240162575224113,5.059929160420209,1,0,0.4637518812937968,Very High
7071,Home & Garden,SupplierC,Email,North,53.90452539173606,14,3.001747968284054,24.311591973887545,0,0,0.46367705414464483,Very High
4234,Books,SupplierB,Direct,South,55.61857565508888,13,3.3791763397973864,16.402795344861623,0,0,0.4634959535783106,Very High
5690,Home & Garden,SupplierD,Organic Search,West,81.75170242559369,14,3.004531022751264,15.546936952205368,0,0,0.4634315733284249,Very High
3068,Books,SupplierA,Affiliate,East,58.321197684512136,13,3.097055881105109,3.85725035291257,0,1,0.46340633124306924,Very High
1348,Beauty,SupplierB,Affiliate,North,36.303149186874535,12,2.6904430446729393,3.733366899376972,0,0,0.46295600681078414,Very High
5963,Beauty,SupplierB,Email,East,58.90203543392182,13,3.410839651564384,12.582291084356452,1,1,0.4628881650373327,Very High
9443,Beauty,SupplierE,Organic Search,North,54.62098898911599,12,3.3076720366345103,7.146811232356075,1,1,0.46267672097010104,Very High
7547,Books,SupplierD,Direct,North,39.093145815513594,12,3.0383354093227233,3.287469488964838,0,0,0.46240532909693466,Very High
1039,Clothing,SupplierB,Direct,South,110.65629294218701,14,3.051006800807684,5.489859737973498,0,1,0.4622135223623787,Very High
8321,Electronics,SupplierD,Direct,West,49.533853009955436,13,2.676876339358798,0.613897025041456,0,1,0.4620969128756922,Very High
9544,Beauty,SupplierE,Direct,Central,45.82862839008966,11,3.2710217908783497,14.103345612964572,1,0,0.46187198752122083,Very High
3798,Beauty,SupplierD,Social Media,South,160.2098546482695,13,2.794525152319697,1.0424391353107096,0,1,0.46171266732790334,Very High
3299,Sports,SupplierE,Email,North,55.031230431745996,14,3.0486099524641057,8.958577917251164,1,0,0.46156167179159546,Very High
9716,Clothing,SupplierA,Direct,West,42.58962496252561,14,2.927102576879518,8.533310991673648,0,0,0.46155828468517385,Very High
6823,Beauty,SupplierA,Direct,Central,36.12095651898276,13,3.450058653582093,1.7138964298147854,0,1,0.46149572118995424,Very High
3724,Toys,SupplierE,Affiliate,North,37.90534225348633,14,3.0997695312595557,3.890020663636985,1,1,0.46109207221630827,Very High
8549,Toys,SupplierE,Affiliate,East,122.58539096976406,14,3.4881361092276753,11.621796647579885,0,0,0.46096968173491115,Very High
6527,Books,SupplierB,Direct,West,64.86412529959664,9,3.070304111483063,33.519818912948686,0,0,0.4605102880690004,Very High
4911,Books,SupplierB,Paid Search,Central,49.77763218302094,14,3.3430344108974666,14.372613218247832,1,0,0.4604176620204598,Very High
5220,Books,SupplierB,Direct,North,39.22827723729593,13,2.6542109801641938,5.726932580610208,1,1,0.46037284996217115,Very High
6567,Books,SupplierB,Organic Search,East,18.399594321330724,14,3.168569898854365,4.734333405153714,1,0,0.46036514935057277,Very High
4071,Sports,SupplierD,Affiliate,South,155.18777172110524,14,2.864563010543587,8.691393044210491,1,0,0.460079460657368,Very High
7173,Electronics,SupplierE,Direct,West,68.51047791601559,13,3.489788969218586,1.3846388188778986,1,1,0.46001099636447557,Very High
1273,Electronics,SupplierE,Social Media,Central,136.17266832217535,14,3.15931124912633,1.0541560659846652,0,1,0.4599837681384373,Very High
1496,Toys,SupplierA,Paid Search,East,15.193354180072953,13,3.3000062702514494,67.22692578714627,1,1,0.4599255747359282,Very High
8122,Beauty,SupplierE,Paid Search,South,77.16697439388516,8,2.650985045973966,31.04401008909205,1,1,0.4598887400215877,Very High
6889,Beauty,SupplierD,Organic Search,North,89.6165319096434,11,1.4248668699461766,1.6845797704940477,0,1,0.45984491877302897,Very High
8747,Books,SupplierE,Paid Search,Central,56.20693638247701,12,2.83009150686543,5.110305544234618,0,0,0.45957664554374694,Very High
1349,Beauty,SupplierD,Organic Search,South,55.69332399733966,12,2.9781258746260875,3.3013160075341625,0,0,0.4590274690681111,Very High
2106,Books,SupplierC,Organic Search,North,17.33461348270616,13,2.8869283167432256,9.825942440302384,0,0,0.45900076594419575,Very High
3504,Beauty,SupplierC,Affiliate,South,8.497856717697328,7,2.4258286554915234,28.146576099126584,0,0,0.4589196407990287,Very High
6233,Clothing,SupplierC,Social Media,East,238.83825987104194,14,3.4771582425340495,4.716515922356062,0,1,0.45878464584945094,Very High
2302,Books,SupplierD,Direct,Central,11.302328241844291,12,3.4979044086358266,5.549418353989807,0,1,0.458639157927499,Very High
7390,Beauty,SupplierB,Social Media,South,69.74659268678153,14,3.125205611316785,2.309235251301939,1,0,0.45854009408769464,Very High
8388,Sports,SupplierE,Direct,South,33.01621223272867,13,1.9472420197942646,0.4583127044859442,0,0,0.45820856227684786,Very High
3295,Books,SupplierD,Email,Central,33.87373784537776,12,3.090704514547366,2.7393995880235957,0,1,0.457360173068564,Very High
2442,Toys,SupplierA,Social Media,North,46.769779357806165,13,2.9152009902909546,42.88944764843333,0,1,0.4570888630877379,Very High
604,Electronics,SupplierE,Organic Search,West,64.40899453201062,13,2.996276854629878,1.6928005595439712,0,1,0.4565412725767996,Very High
1468,Sports,SupplierC,Direct,South,27.078303794641585,14,2.5808544419188015,16.912366405235005,0,1,0.45635207674678513,Very High
7802,Books,SupplierD,Social Media,North,30.080739419756252,13,2.057879694482135,4.733622720611541,1,0,0.4563481174357507,Very High
8805,Books,SupplierE,Affiliate,South,45.801066527736666,7,3.4637917786766663,27.85330274926153,1,0,0.45620031008761613,Very High
1213,Books,SupplierE,Affiliate,South,17.623164195704234,11,3.110074493999557,8.841226421009234,0,0,0.4552354036319358,Very High
4580,Electronics,SupplierD,Direct,North,83.08510099970789,13,3.485197117685028,0.6964496053720459,1,0,0.4549094248320603,Very High
7576,Clothing,SupplierB,Social Media,Central,76.8417398823568,14,3.291057552944378,20.68173378742674,0,1,0.4548735220506004,Very High
4037,Books,SupplierD,Paid Search,Central,21.82277928564193,12,2.3375951030704876,20.821244558703505,0,0,0.4547582934669045,Very High
8385,Home & Garden,SupplierE,Affiliate,South,27.648341754626088,13,3.29395997638229,0.15643570758542555,1,0,0.45470918127134846,Very High
7542,Beauty,SupplierE,Affiliate,Central,269.1027906031503,9,2.1558488827189377,9.038383594856503,0,0,0.45360725266900337,Very High
1219,Beauty,SupplierD,Email,Central,108.03489682465967,12,3.074134101909473,5.495225456266686,1,1,0.45346252031174156,Very High
4052,Sports,SupplierD,Email,Central,25.307846157558636,14,3.2041713092640958,1.279475090997394,0,1,0.45342226439162003,Very High
2771,Books,SupplierE,Paid Search,Central,14.992424697860685,11,1.1264593863358345,13.692388343229702,0,0,0.4533919807156278,Very High
3144,Sports,SupplierD,Email,Central,38.38912027570889,14,3.487402339657866,4.656313517998726,0,0,0.4532928872727451,Very High
2738,Books,SupplierA,Affiliate,South,65.54792929927822,13,3.1052330751938695,4.5657190684665325,1,0,0.4532163720148649,Very High
4297,Beauty,SupplierD,Organic Search,Central,52.89686788693854,7,3.0249899682349097,30.160635369165153,0,1,0.4531557404627591,Very High
4167,Electronics,SupplierD,Direct,Central,98.978006156596,13,3.335456109152884,5.51903923786228,0,1,0.4524396356771224,Very High
4812,Clothing,SupplierE,Social Media,North,77.62025494874159,9,3.4174723426000115,30.434187656683775,0,1,0.4523487483718152,Very High
4479,Beauty,SupplierE,Email,West,54.08007680204759,11,3.3884184027384747,13.037298267708081,0,1,0.4523303892888827,Very High
4438,Clothing,SupplierC,Social Media,South,27.50882065170156,14,2.7258635446709167,1.006703016081698,0,1,0.45223696121281726,Very High
4815,Books,SupplierB,Email,South,54.04476448614249,13,3.274544408740939,3.803097725080369,0,1,0.45222845563193836,Very High
9213,Books,SupplierE,Organic Search,West,66.69189880023126,12,3.4972059155214605,21.629198341764102,1,1,0.4518002348691572,Very High
6770,Books,SupplierC,Paid Search,East,51.05127554039417,13,3.2130545790930216,2.5818260764589587,0,0,0.4517895087429163,Very High
6892,Clothing,SupplierE,Social Media,Central,172.19673376889597,13,3.352123661867019,0.6522776095331607,0,1,0.45177911606715543,Very High
7586,Beauty,SupplierA,Paid Search,North,86.95034724147087,13,2.6316868197921264,7.127616840159735,0,0,0.4516797466060419,Very High
5120,Books,SupplierD,Paid Search,Central,97.30447270516663,13,3.3086711660125627,4.710174269036243,0,0,0.4516288442683374,Very High
5169,Home & Garden,SupplierA,Affiliate,East,48.17319002357277,14,2.862654146883071,0.5537767594108354,0,1,0.4515598764712106,Very High
6525,Books,SupplierD,Social Media,East,26.826607409477436,13,3.3829641606537844,6.783799324095612,0,0,0.45145284024618615,Very High
